post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
microcontrollers-and-system-on-chip-design,Microcontrollers and System-on-Chip Design for Embedded Systems,post,https://sustainablecatalyst.com/microcontrollers-and-system-on-chip-design/,7,7,0,"Health and Clinical Research | Engineering | Mathematical Modeling | Electrical, RF, and Power Systems",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | energy-systems-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"F_{\mathrm{platform}} = f(C, M, I, T, P, S, L) ; U_{\mathrm{cpu}} = \sum_{i=1}^{n} \frac{C_i}{T_i} ; B_{\mathrm{required}} = B_{\mathrm{sensors}} + B_{\mathrm{storage}} + B_{\mathrm{network}} + B_{\mathrm{accelerators}} + B_{\mathrm{diagnostics}} ; E_{\mathrm{day}} = E_{\mathrm{active}} + E_{\mathrm{sleep}} + E_{\mathrm{wake}} + E_{\mathrm{comm}} + E_{\mathrm{retention}} ; M_{\mathrm{margin}} = M_{\mathrm{available}} - M_{\mathrm{required}}"
nonlinearity-thresholds-and-regime-change,"Nonlinearity, Thresholds, and Regime Change: Modeling Sudden System Shifts",post,https://sustainablecatalyst.com/nonlinearity-thresholds-and-regime-change/,7,7,0,"Electrical, RF, and Power Systems | Health and Clinical Research | Systems Modeling",systems-modeling-tool | limits-to-growth-system-dynamics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | regression-analyzer,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"y=a+bx ; y=a+bx+cx^2 ; \frac{dS}{dt}=rS\left(1-\frac{S}{K}\right) ; f(x)= \begin{cases} \alpha x, & x \lt T \\ \beta x+\gamma, & x \ge T \end{cases} ; \frac{dx}{dt}=rx(1-x)(x-a)"
r-biological-data-analysis-visualization,R for Biological Data Analysis and Visualization,post,https://sustainablecatalyst.com/r-biological-data-analysis-visualization/,7,7,0,Mathematical Modeling | Health and Clinical Research | Systems Modeling,systems-modeling-tool | systems-thinking-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i ; s^2=\frac{1}{n-1}\sum_{i=1}^{n}(x_i-\bar{x})^2 ; SE=\frac{s}{\sqrt{n}} ; CV=\frac{s}{\bar{x}} ; LFC=\log_2\left(\frac{\bar{x}_{treatment}}{\bar{x}_{control}}\right)
socialism-planning-and-the-mixed-economy,"Socialism, Planning, and the Mixed Economy",post,https://sustainablecatalyst.com/socialism-planning-and-the-mixed-economy/,7,7,0,"Health and Clinical Research | Economics | Risk, Resilience, and Global Impact",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | energy-systems-calculator | climate-change-scenario-tool | systems-modeling-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | policy-economics-scorecard | tradeoff-analysis,"ME = f(Market\ Allocation, Public\ Provision, Planning, Regulation, Social\ Rights) ; Allocation\ Outcome = f(Profit\ Signals, Social\ Priorities) ; POS = \frac{Public\ Sector\ Output}{Total\ Output} ; PC = f(State\ Capacity, Data\ Quality, Institutional\ Reach, Feedback, Democratic\ Accountability) ; D = f(Public\ Services, Social\ Insurance, Guaranteed\ Access)"
big-o-notation-and-growth-rates,Big-O Notation and Growth Rates: Understanding Algorithmic Scale,post,https://sustainablecatalyst.com/big-o-notation-and-growth-rates/,34,6,28,"Electrical, RF, and Power Systems | Economics | Mathematical Modeling | Risk, Resilience, and Global Impact",economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,T(n) = 3n^2 + 20n + 100 ; T(n) ; T(n) = O(g(n)) ; T(n) = \Theta(g(n)) ; T(n) = \Omega(g(n))
science-of-flourishing-measuring-well-being,The Science of Flourishing: How Positive Psychology Measures Well-Being,post,https://sustainablecatalyst.com/science-of-flourishing-measuring-well-being/,30,6,24,Mathematical Modeling | Systems Modeling | Engineering | Health and Clinical Research,systems-modeling-tool | limits-to-growth-system-dynamics-tool | systems-thinking-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | clinical-research-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"F_t = \alpha_1 H_t + \alpha_2 E_t + \alpha_3 R_t + \alpha_4 M_t + \alpha_5 A_t + \varepsilon_t ; H_t = \beta_1 LS_t + \beta_2 PA_t - \beta_3 NA_t ; E_t = \gamma_1 Au_t + \gamma_2 Pg_t + \gamma_3 Pl_t + \gamma_4 Pr_t + \gamma_5 Em_t + \gamma_6 Sa_t ; Q = f(Rl, V, C, T, U) ; \bar{F}_t = \frac{1}{N}\sum_{i=1}^{N}F_{it}, \qquad G_t = F_{secure,t} - F_{burdened,t}"
data-warehouses-and-data-lakes,"Data Warehouses and Data Lakes: Architecture, Governance, and Analytics",post,https://sustainablecatalyst.com/data-warehouses-and-data-lakes/,28,6,22,"Risk, Resilience, and Global Impact | Electrical, RF, and Power Systems | Mathematical Modeling | Engineering",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool,equation-explainer | systems-modeling-tool | scenario-simulation | engineering-estimator | unit-and-safety-check,"E = \{a_i : i = 1,\ldots,n\} ; F = \{(d_{1i}, d_{2i}, \ldots, d_{ki}, m_i)\}_{i=1}^{n} ; G_i = \alpha M_i + \beta L_i + \gamma O_i + \delta A_i ; S_i = V_i(1 - G_i) ; A_w = f(R_w, P_w, G_w, L_w, M_w)"
hedonic-vs-eudaimonic-well-being,Hedonic vs Eudaimonic Well-Being: Two Traditions in the Science of Human Flourishing,post,https://sustainablecatalyst.com/hedonic-vs-eudaimonic-well-being/,28,6,22,Environmental Monitoring | Systems Modeling | Engineering | Economics,systems-modeling-tool | limits-to-growth-system-dynamics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,F_t = \alpha_1 H_t + \alpha_2 E_t + \varepsilon_t ; H_t = \beta_1 LS_t + \beta_2 PA_t - \beta_3 NA_t ; E_t = \gamma_1 Au_t + \gamma_2 Pg_t + \gamma_3 Pl_t + \gamma_4 Pr_t + \gamma_5 Em_t + \gamma_6 Sa_t ; F_{t+1} = F_t + \delta_1 M_t + \delta_2 R_t + \delta_3 S_t - \delta_4 X_t + u_t ; F_i = \theta_0 + \theta_1 H_i + \theta_2 E_i + \theta_3(H_i \times E_i) + \eta_i
cognitive-development-and-the-growth-of-mind,Cognitive Development and the Growth of Mind,post,https://sustainablecatalyst.com/cognitive-development-and-the-growth-of-mind/,26,6,20,"Engineering | Health and Clinical Research | Environmental Monitoring | Electrical, RF, and Power Systems",mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix | clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,Y_{it} = \alpha_i + \beta_i t + \gamma X_{it} + \delta Z_i + \varepsilon_{it} ; Y_{it} = \alpha_i + \beta_{1i}t + \beta_{2i}t^2 + \gamma X_{it} + \delta Z_i + \varepsilon_{it} ; Y_{it} = \alpha_i + \beta_i t + \theta_i \mathbf{1}(t \geq \tau_i) + \gamma X_{it} + \varepsilon_{it} ; Y_{ijt} = \alpha + u_j + \beta t + \gamma X_{ijt} + \delta Z_i + \varepsilon_{ijt} ; C_{it} = w_1M_{it} + w_2A_{it} + w_3E_{it} + w_4L_{it} + w_5S_{it}
cyber-risk-digital-dependency-and-system-resilience,"Cyber Risk, Digital Dependency, and System Resilience",post,https://sustainablecatalyst.com/cyber-risk-digital-dependency-and-system-resilience/,24,6,18,"Engineering | Environmental Monitoring | Risk, Resilience, and Global Impact",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"P_i = C_i(T_i + V_i + D_i + A_i + S_i + O_i + I_i) ; Q_i = q_1R_i + q_2G_i + q_3B_i + q_4M_i + q_5L_i + q_6E_i ; K_i = P_i(1 + \alpha D_i)(1 + \theta U_i)(1 - \beta Q_i) ; \Delta_i = \max(0, C_i + K_i - Q_i) ; Z_i = \sum_{j=1}^{n} W_{ij}K_j"
migration-displacement-and-resilience,"Migration, Displacement, and Resilience",post,https://sustainablecatalyst.com/migration-displacement-and-resilience/,24,6,18,Engineering,decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool,engineering-estimator | unit-and-safety-check,"X_i = x_1H_i + x_2L_i + x_3C_i + x_4E_i + x_5V_i ; A^{mob}_i = a_1A_i + a_2M_i + a_3P_i + a_4N_i + a_5D_i + a_6S_i + a_7R_i ; F_i = X_i(1 + \alpha V_i)(1 - \beta A^{mob}_i) ; T_i = \max(0, X_i - M_i - P_i - N_i) ; Y_j = \frac{I_j}{D_j + S_j + R_j}"
community-resilience-trust-and-local-capacity,"Community Resilience, Trust, and Local Capacity",post,https://sustainablecatalyst.com/community-resilience-trust-and-local-capacity/,23,6,17,Engineering,decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool,engineering-estimator | unit-and-safety-check,"X_i = H_iE_i(1 + \alpha V_i) ; L_i = \ell_1T_i + \ell_2O_i + \ell_3M_i + \ell_4C_i + \ell_5K_i + \ell_6S_i + \ell_7P_i + \ell_8R_i ; A_i = (O_i + M_i + C_i + K_i)(1 + \beta T_i) ; G_i = P_i(1 + \gamma S_i)(1 - \theta Z_i) ; \Delta_i = \max(0, X_i - A_i - G_i)"
dark-traits-virtue-and-the-moral-structure-of-personality,"Dark Traits, Virtue, and the Moral Structure of Personality",post,https://sustainablecatalyst.com/dark-traits-virtue-and-the-moral-structure-of-personality/,23,6,17,Mathematical Modeling | Environmental Monitoring | Engineering,systems-modeling-tool | systems-thinking-tool | mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\mathbf{D}_i = (M_i, N_i, P_i, S_i) ; \mathbf{V}_i = (H_i, R_i, F_i, K_i) ; C_i = \alpha + \beta_1\mathbf{V}_i - \beta_2\mathbf{D}_i + \beta_3Motive_i + \beta_4Judgment_i + \beta_5Context_i + \varepsilon_i ; M_i = \lambda_1D^\ast_i + \delta_{1i}, \quad N_i = \lambda_2D^\ast_i + \delta_{2i}, \quad P_i = \lambda_3D^\ast_i + \delta_{3i}, \quad S_i = \lambda_4D^\ast_i + ; H_i = \phi_1V^\ast_i + \eta_{1i}, \quad R_i = \phi_2V^\ast_i + \eta_{2i}, \quad F_i = \phi_3V^\ast_i + \eta_{3i}, \quad K_i = \phi_4V^\ast_i + \eta_{4i}"
financial-system-resilience,"Financial System Resilience: Stability, Risk Propagation, and Adaptive Capacity in Complex Financial Networks",post,https://sustainablecatalyst.com/financial-system-resilience/,23,6,17,"Engineering | Environmental Monitoring | Electrical, RF, and Power Systems",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,R_i = w_c C_i + w_l L_i + w_m M_i + w_g G_i + w_q Q_i - w_e E_i ; S_{t+1} = S_t + \alpha X_t + \beta N_t + \lambda L_t - \gamma P_t ; E_i = \sum_{j=1}^{n} A_{ij} p_j ; I_t = \frac{F_t}{D_t} ; E(P) = \sum_{j=1}^{n} p_j R_j
integrated-assessment-models,"Integrated Assessment Models: Climate, Energy, Economics, and Policy Pathways",post,https://sustainablecatalyst.com/integrated-assessment-models/,23,6,17,Environmental Monitoring,economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool | energy-systems-calculator | climate-change-scenario-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator,environmental-monitoring | climate-scenario-analysis,Y_t = A_t K_t^{\alpha} L_t^{1-\alpha} ; E_t = \sigma_t Y_t(1-\mu_t) ; M_{t+1}=M_t+E_t-\phi(M_t) ; T_{t+1}=T_t+\kappa \ln\!\left(\frac{M_t}{M_0}\right)-\delta T_t ; C_t=Y_t\bigl(1-D(T_t)\bigr)-\Psi(\mu_t)
nature-based-solutions-ecosystem-buffers-and-resilience,"Nature-Based Solutions, Ecosystem Buffers, and Resilience",post,https://sustainablecatalyst.com/nature-based-solutions-ecosystem-buffers-and-resilience/,23,6,17,Environmental Monitoring | Engineering,decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator | economics-calculator | economics-forecasting-and-scenario-tool,environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,I_r = i_1E_r + i_2B_r + i_3C_r + i_4Q_r + i_5G_r + i_6M_r ; P_r = H_rX_r(1 + \alpha V_r) ; N_r = I_r(1 + \beta S_r)(1 + \gamma L_r) ; R^{NBS}_r = P_r(1 - \delta N_r)(1 - \eta G_r) ; W_r = w_1(1 - E_r) + w_2(1 - B_r) + w_3(1 - S_r) + w_4(1 - M_r) + w_5D_r
